Name,Country,Sector,Industry
PLAOW,Patria Latin American Opportunity Acquisition Corp. Warrant,Cayman Islands,Finance,Blank Checks
PLAY,Dave & Buster's Entertainment Inc. Common Stock,United States,Consumer Discretionary,Restaurants
PLBC,Plumas Bancorp,United States,Finance,Finance Companies
PLBY,PLBY Group Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
PLCE,Children's Place Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
PLL,Piedmont Lithium Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,United States,Finance,Blank Checks
PLMIU,Plum Acquisition Corp. I Units,United States,Finance,Blank Checks
PLMJ,Plum Acquisition Corp. III Class A Ordinary Shares,United States,,
PLMJW,Plum Acquisition Corp. III Warrant,United States,,
PLMR,Palomar Holdings Inc. Common stock,United States,Finance,Property-Casualty Insurers
PLPC,Preformed Line Products Company Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PLRX,Pliant Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PLSE,Pulse Biosciences Inc Common Stock (DE),United States,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp. Common Stock,Israel,Technology,EDP Services
PLUG,Plug Power Inc. Common Stock,United States,Energy,Industrial Machinery/Components
PLUR,Pluri Inc. Common Stock,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLUS,ePlus inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,Plexus Corp. Common Stock,United States,Technology,Electrical Products
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,Netherlands,Consumer Discretionary,Hotels/Resorts
PMCB,PharmaCyte  Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMD,Psychemedics Corporation,United States,Health Care,Medical Specialities
PMEC,Primech Holdings Ltd. Ordinary Shares,Singapore,Finance,Diversified Commercial Services
PMN,ProMIS Neurosciences Inc. Common Shares (ON),Canada,Health Care,Biotechnology: Pharmaceutical Preparations
PMTS,CPI Card Group Inc. Common Stock,United States,Consumer Discretionary,Publishing
PMVP,PMV Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PNBK,Patriot National Bancorp Inc. Common Stock,United States,Finance,Major Banks
PNFP,Pinnacle Financial Partners Inc. Common Stock,United States,Finance,Major Banks
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
PNRG,PrimeEnergy Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
PNTG,The Pennant Group Inc. Common Stock ,United States,Health Care,Medical/Nursing Services
POAI,Predictive Oncology Inc. Common Stock,United States,Health Care,Industrial Specialties
POCI,Precision Optics Corporation Inc. Common stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PODC,PodcastOne Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
PODD,Insulet Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
POET,POET Technologies Inc. Common Shares,Canada,Technology,Semiconductors
POLA,Polar Power Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
POOL,Pool Corporation Common Stock,United States,Consumer Discretionary,Industrial Specialties
POWI,Power Integrations Inc. Common Stock,United States,Technology,Semiconductors
POWL,Powell Industries Inc. Common Stock,United States,Energy,Electrical Products
POWW,AMMO Inc. Common Stock,United States,Industrials,Ordnance And Accessories
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Industrials,Ordnance And Accessories
PPBI,Pacific Premier Bancorp Inc,United States,Finance,Major Banks
PPBT,Purple Biotech Ltd. American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
PPC,Pilgrim's Pride Corporation Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
PPIH,Perma-Pipe International Holdings Inc. Common Stock,United States,Industrials,Pollution Control Equipment
PPSI,Pioneer Power Solutions Inc. Common Stock,United States,Industrials,Electrical Products
PPTA,Perpetua Resources Corp. Common Shares,Canada,Basic Materials,Precious Metals
PPYAW,Papaya Growth Opportunity Corp. I Warrant,United States,Finance,Blank Checks
PRAA,PRA Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
PRAX,Praxis Precision Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRCH,Porch Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PRCT,PROCEPT BioRobotics Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
PRDO,Perdoceo Education Corporation Common Stock,United States,Real Estate,Other Consumer Services
PRE,Prenetics Global Limited Class A Ordinary Share,Hong Kong,Finance,Blank Checks
PRENW,Prenetics Global Limited Warrant,Hong Kong,Finance,Blank Checks
PRFT,Perficient Inc. Common Stock,United States,Technology,EDP Services
PRFX,PainReform Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
PRGS,Progress Software Corporation Common Stock (DE),United States,Technology,Computer Software: Prepackaged Software
PRLD,Prelude Therapeutics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares,United States,Finance,Blank Checks
PRLHU,Pearl Holdings Acquisition Corp Unit,United States,Finance,Blank Checks
PRME,Prime Medicine Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PROC,Procaps Group S.A. Ordinary Shares,Luxembourg,Health Care,Biotechnology: Pharmaceutical Preparations
PROCW,Procaps Group S.A. Warrants,Luxembourg,Health Care,Biotechnology: Pharmaceutical Preparations
PROF,Profound Medical Corp. Common Stock,Canada,Health Care,Medical/Dental Instruments
PROK,ProKidney Corp. Class A Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PROP,Prairie Operating Co. Common Stock,United States,Finance,Finance: Consumer Services
PROV,Provident Financial Holdings Inc. Common Stock,United States,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. Common Stock (DE),United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRPL,Purple Innovation Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
PRPO,Precipio Inc.  Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
PRSO,Peraso Inc. Common Stock,United States,Technology,Semiconductors
PRTA,Prothena Corporation plc Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,PureTech Health plc American Depositary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRTG,Portage Biotech Inc. Common Stock,Canada,Energy,Oil & Gas Production
PRTH,Priority Technology Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
PRTS,CarParts.com Inc. Common Stock,United States,Consumer Discretionary,Auto & Home Supply Stores
PRVA,Privia Health Group Inc. Common Stock,United States,Health Care,Medical/Nursing Services
PRZO,ParaZero Technologies Ltd. Ordinary Shares,Israel,Industrials,Military/Government/Technical
PSEC,Prospect Capital Corporation Common Stock,United States,Finance,Finance: Consumer Services
PSHG,Performance Shipping Inc. Common Shares,Greece,Consumer Discretionary,Marine Transportation
PSIG,PS International Group Ltd. Ordinary Shares,Hong Kong,Consumer Discretionary,Oil Refining/Marketing
PSMT,PriceSmart Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
PSNL,Personalis Inc. Common Stock,United States,Health Care,Medical Specialities
PSNY,Polestar Automotive Holding UK PLC Class A ADS,Sweden,Consumer Discretionary,Auto Manufacturing
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),Sweden,Consumer Discretionary,Auto Manufacturing
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,United States,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PT,Pintec Technology Holdings Limited American Depositary Shares,China,Technology,Computer Software: Programming Data Processing
PTC,PTC Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Patterson-UTI Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTIX,Protagenic Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTLO,Portillo's Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
PTMN,Portman Ridge Finance Corporation Common Stock,United States,Finance,Finance: Consumer Services
PTON,Peloton Interactive Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
PTPI,Petros Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTSI,P.A.M. Transportation Services Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
PTVE,Pactiv Evergreen Inc. Common stock,United States,Consumer Discretionary,Containers/Packaging
PTWO,Pono Capital Two Inc. Class A Common Stock,United States,Finance,Blank Checks
PTWOU,Pono Capital Two Inc. Unit,United States,Finance,Blank Checks
PTWOW,Pono Capital Two Inc. Warrants,United States,Finance,Blank Checks
PUBM,PubMatic Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
PULM,Pulmatrix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PVBC,Provident Bancorp Inc. (MD) Common Stock,United States,Finance,Banks
PWM,Prestige Wealth Inc. Class A Ordinary Shares,Hong Kong,Finance,Finance: Consumer Services
PWOD,Penns Woods Bancorp Inc. Common Stock,United States,Finance,Major Banks
PWP,Perella Weinberg Partners Class A Common Stock,United States,Finance,Finance: Consumer Services
PWUPW,PowerUp Acquisition Corp. Warrant,United States,Finance,Blank Checks
PXDT,Pixie Dust Technologies Inc. American Depositary Shares ,Japan,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PXLW,Pixelworks Inc.  Common Stock,United States,Technology,Semiconductors
PXS,Pyxis Tankers Inc. Common Stock,Greece,Consumer Discretionary,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,Greece,Consumer Discretionary,Marine Transportation
PXSAW,Pyxis Tankers Inc. Warrant,Greece,Consumer Discretionary,Marine Transportation
PYCR,Paycor HCM Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PYPD,PolyPid Ltd. Ordinary Shares,Israel,Health Care,Medical/Dental Instruments
PYPL,PayPal Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
PYXS,Pyxis Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PZZA,Papa John's International Inc. Common Stock,United States,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,QCR Holdings Inc. Common Stock,United States,Finance,Major Banks
QDEL,QuidelOrtho Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QETA,Quetta Acquisition Corporation Common Stock,United States,Finance,Blank Checks
QFIN,Qifu Technology Inc. American Depositary Shares,China,Finance,Finance: Consumer Services
QH,Quhuo Limited American Depository Shares,China,Consumer Discretionary,Business Services
QIPT,Quipt Home Medical Corp. Common Shares,United States,Health Care,Misc Health and Biotechnology Services
QLGN,Qualigen Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Qualys Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
QMCO,Quantum Corporation Common Stock,United States,Technology,Electronic Components
QMMM,QMMM Holdings Limited Ordinary Shares,Hong Kong,Consumer Discretionary,Advertising
QNCX,Quince Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,Israel,Health Care,Medical/Dental Instruments
QNST,QuinStreet Inc. Common Stock,United States,Consumer Discretionary,Business Services
QOMO,Qomolangma Acquisition Corp. Common Stock,United States,Finance,Blank Checks
QOMOR,Qomolangma Acquisition Corp. Right,United States,Finance,Blank Checks
QOMOW,Qomolangma Acquisition Corp. Warrant,United States,Finance,Blank Checks
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation Common Stock,United States,Utilities,Environmental Services
QRTEA,Qurate Retail Inc. Series A Common Stock ,United States,Consumer Discretionary,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B Common Stock ,United States,Consumer Discretionary,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,United States,Technology,Semiconductors
QSG,QuantaSing Group Limited American Depositary Shares,China,Real Estate,Other Consumer Services
QSI,Quantum-Si Incorporated Class A Common Stock,United States,Industrials,Industrial Machinery/Components
QTI,QT Imaging Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
QTRX,Quanterix Corporation Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
QTTB,Q32 Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
QUBT,Quantum Computing Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
QUIK,QuickLogic Corporation Common Stock,United States,Technology,Semiconductors
QURE,uniQure N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
QXO,QXO Inc. Common Stock,United States,Technology,EDP Services
RAIL,FreightCar America Inc. Common Stock,United States,Industrials,Railroads
RAND,Rand Capital Corporation Common Stock,United States,Finance,Finance: Consumer Services
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RAPP,Rapport Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RAPT,RAPT Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Rave Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Food Distributors
RAY,Raytech Holding Limited Ordinary Shares,Hong Kong,Consumer Discretionary,Consumer Electronics/Appliances
RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares,China,Consumer Discretionary,Metal Fabrications
RBB,RBB Bancorp Common Stock,United States,Finance,Major Banks
RBBN,Ribbon Communications Inc. Common Stock,United States,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
RBKB,Rhinebeck Bancorp Inc. Common Stock,United States,Finance,Banks
RCAT,Red Cat Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
RCEL,Avita Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,Rocky Brands Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
RCM,R1 RCM Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
RCMT,RCM Technologies Inc. Common Stock,United States,Consumer Discretionary,Professional Services
RCON,Recon Technology Ltd. Class A Ordinary Shares,China,Energy,Oilfield Services/Equipment
RCRT,Recruiter.com Group Inc. Common Stock,United States,Technology,EDP Services
RDCM,Radcom Ltd. Ordinary Shares,Israel,Technology,Computer peripheral equipment
RDFN,Redfin Corporation Common Stock,United States,Finance,Real Estate
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
RDI,Reading International Inc Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,United States,Consumer Discretionary,Movies/Entertainment
RDNT,RadNet Inc. Common Stock,United States,Health Care,Medical Specialities
RDUS,Radius Recycling Inc. Class A Common Stock,United States,Consumer Discretionary,Industrial Specialties
RDVT,Red Violet Inc. Common Stock ,United States,Technology,Computer Software: Prepackaged Software
RDWR,Radware Ltd. Ordinary Shares,Israel,Consumer Discretionary,Business Services
RDZN,Roadzen Inc. Ordinary Shares,United States,Finance,Specialty Insurers
RDZNW,Roadzen Inc. Warrants,United States,Finance,Specialty Insurers
REAL,The RealReal Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
REAX,The Real Brokerage Inc. Common Shares,Canada,Finance,Real Estate
REBN,Reborn Coffee Inc. Common Stock,United States,Consumer Discretionary,Restaurants
RECT,Rectitude Holdings Ltd Ordinary Shares,Singapore,Consumer Discretionary,Industrial Machinery/Components
REE,REE Automotive Ltd. Class A Ordinary Shares,Israel,Consumer Discretionary,Auto Manufacturing
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
REFR,Research Frontiers Incorporated Common Stock,United States,Miscellaneous,Multi-Sector Companies
REG,Regency Centers Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REKR,Rekor Systems Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
RELI,Reliance Global Group Inc. Common Stock,United States,Finance,Specialty Insurers
RELL,Richardson Electronics Ltd. Common Stock,United States,Technology,Electronic Components
RELY,Remitly Global Inc. Common Stock,United States,Consumer Discretionary,Business Services
RENB,Renovaro Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RENEW,Cartesian Growth Corporation II Warrant,United States,Finance,Blank Checks
RENT,Rent the Runway Inc. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
REPL,Replimune Group Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RETO,ReTo Eco-Solutions Inc. Class A Shares,China,Industrials,Industrial Machinery/Components
REVB,Revelation Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Revelation Biosciences Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
REYN,Reynolds Consumer Products Inc. Common Stock,United States,Consumer Discretionary,Containers/Packaging
RFACR,RF Acquisition Corp. Rights,Singapore,Finance,Blank Checks
RFACU,RF Acquisition Corp. Unit,Singapore,Finance,Blank Checks
RFACW,RF Acquisition Corp. Warrants,Singapore,Finance,Blank Checks
RFAI,RF Acquisition Corp II Ordinary Shares,Singapore,,
RFAIR,RF Acquisition Corp II Right,Singapore,Finance,Blank Checks
RFAIU,RF Acquisition Corp II Unit,Singapore,Finance,Blank Checks
RFIL,RF Industries Ltd. Common Stock,United States,Technology,Electrical Products
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,Hong Kong,Health Care, Medicinal Chemicals and Botanical Products 
RGCO,RGC Resources Inc. Common Stock,United States,Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGF,The Real Good Food Company Inc. Class A Common Stock,United States,Consumer Staples,Packaged Foods
RGLD,Royal Gold Inc. Common Stock,United States,Industrials,Precious Metals
RGLS,Regulus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RGNX,REGENXBIO Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,United States,Consumer Discretionary,Business Services
RGS,Regis Corporation Common Stock,United States,Consumer Discretionary,Other Consumer Services
RGTI,Rigetti Computing Inc. Common Stock,United States,Technology,EDP Services
RGTIW,Rigetti Computing Inc. Warrants,United States,Technology,EDP Services
RICK,RCI Hospitality Holdings Inc. Common Stock,United States,Consumer Discretionary,Restaurants
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RILY,B. Riley Financial Inc. Common Stock,United States,Finance,Investment Managers
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,United States,Finance,Investment Managers
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,United States,Finance,Investment Managers
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,United States,Finance,Investment Managers
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,United States,Finance,Investment Managers
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,United States,Finance,Investment Managers
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,United States,Finance,Investment Managers
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,United States,Finance,Investment Managers
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,United States,Finance,Investment Managers
RIOT,Riot Platforms Inc. Common Stock ,United States,Finance,Finance: Consumer Services
RIVN,Rivian Automotive Inc. Class A Common Stock,United States,Consumer Discretionary,Auto Manufacturing
RKDA,Arcadia Biosciences Inc. Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
RKLB,Rocket Lab USA Inc. Common Stock,United States,Industrials,Military/Government/Technical
RLAY,Relay Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RLMD,Relmada Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RLYB,Rallybio Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,United States,Finance,Major Banks
RMBL,RumbleOn Inc. Class B Common Stock,United States,Technology,EDP Services
RMBS,Rambus Inc. Common Stock,United States,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,United States,Consumer Staples,Specialty Foods
RMCO,Royalty Management Holding Corporation Class A Common Stock,United States,Miscellaneous,Multi-Sector Companies
RMNI,Rimini Street Inc. (DE) Common Stock,United States,Consumer Discretionary,Business Services
RMR,The RMR Group Inc. Class A Common Stock,United States,Consumer Discretionary,Professional Services
RMTI,Rockwell Medical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RNA,Avidity Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RNAC,Cartesian Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RNLX,Renalytix plc American Depositary Shares,United Kingdom,Health Care,Medical Specialities
RNW,ReNew Energy Global plc Class A Ordinary Shares,United Kingdom,Utilities,Electric Utilities: Central
RNWWW,ReNew Energy Global plc Warrant,United Kingdom,Utilities,Electric Utilities: Central
RNXT,RenovoRx Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ROAD,Construction Partners Inc. Class A Common Stock,United States,Industrials,Military/Government/Technical
ROCK,Gibraltar Industries Inc. Common Stock,United States,Industrials,Steel/Iron Ore
ROCLW,Roth CH Acquisition V Co. Warrant,United States,Finance,Blank Checks
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),United States,Real Estate,Real Estate Investment Trusts
ROIV,Roivant Sciences Ltd. Common Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
ROKU,Roku Inc. Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
ROMA,Roma Green Finance Limited Ordinary Shares,Hong Kong,Consumer Discretionary,Professional Services
ROOT,Root Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
ROP,Roper Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ROST,Ross Stores Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A Common Stock,United States,Consumer Discretionary,Business Services
RPD,Rapid7 Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RPTX,Repare Therapeutics Inc. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
RR,Richtech Robotics Inc. Class B Common Stock,United States,Industrials,Industrial Machinery/Components
RRBI,Red River Bancshares Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,United States,Consumer Discretionary,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
RSLS,ReShape Lifesciences Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
RSSS,Research Solutions Inc Common Stock,United States,Consumer Discretionary,Business Services
RSTN,RDE Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
RSVR,Reservoir Media Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSVRW,Reservoir Media Inc. Warrant,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
RTC,Baijiayun Group Ltd. Class A Ordinary Shares,China,Technology,Computer Software: Prepackaged Software
RUM,Rumble Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
RUMBW,Rumble Inc. Warrant,United States,Technology,Computer Software: Programming Data Processing
RUN,Sunrun Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Rush Enterprises Inc. Class B,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVMD,Revolution Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVMDW,Revolution Medicines Inc. Warrant,United States,,
RVNC,Revance Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Riverview Bancorp Inc Common Stock,United States,Finance,Savings Institutions
RVSN,Rail Vision Ltd. Ordinary Share,Israel,Industrials,Railroads
RVSNW,Rail Vision Ltd. Warrant,Israel,Industrials,Railroads
RVYL,Ryvyl Inc. Common Stock,United States,Consumer Discretionary,Professional Services
RWAY,Runway Growth Finance Corp. Common Stock,United States,Finance,Finance: Consumer Services
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,United States,Finance,Finance: Consumer Services
RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027,United States,Finance,Finance: Consumer Services
